anio_acci;nro_acci;fecha;desc_dia;hora_aprox;desc_ruta;km;cant_participantes;desc_participante;calle_avenida_km;total;heridos_leves;heridos_graves;heridos_gravisimos;ilesos;fallecidos;sin_datos;posicion_XY;desc_tipo_via;desc_ruta_ori;desc_loc;desc_dpto;desc_tipo_calzada;desc_tipo_banquina;desc_unidad_regional;desc_lugar_calzada;desc_zona;desc_prioridad;desc_estado_semaforo;desc_lugar_via;desc_estado_via;desc_estado_visibilidad;desc_luminosidad;desc_estado_clima;desc_tipo_colision;desc_tipo_atropello;desc_tipo_hecho;desc_pres_calzada;desc_senializacion;desc_separacion_via;desc_restriccion
2021;1;15/1/2021;Viernes;18:40:00;;0.0;2;Moto/Ciclomotor,Automóvil;Centeno Y Constitución;3;2;0;0;1;0;0;-32.97847, -60.68338;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Faltante;Ninguna;Sin restricción
2021;2;13/1/2021;Miercoles;13:10:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Vera Mujica Y Dr. Rivas;2;1;0;0;0;0;1;-32.97853, -60.67626;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Faltante;Ninguna;Sin restricción
2021;3;14/1/2021;Jueves;00:50:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Av. Battle y Ordoñez Y Santiago;2;1;0;0;1;0;0;-33.00942, -60.66742;Calle;;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Ninguna;No existe;Intersección;Con baches;Reducida;Nocturna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Ninguna;Sin restricción
2021;4;12/1/2021;Martes;14:10:00;;0.0;2;Moto/Ciclomotor,Automóvil;Pje. Suriguez y Acha ;2;1;0;0;1;0;0;-33.00508, -60.65831;Calle;;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Frontal;S/D;Colisión;Ninguna;Faltante;Ninguna;Sin restricción
2021;5;11/1/2021;Lunes;18:00:00;;0.0;2;Peatón,Moto/Ciclomotor;Bv. Oroño ;2;1;0;0;0;0;1;-32.97201, -60.66032;Calle;;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;Peatón;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;7;13/1/2021;Miercoles;18:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Bv. Oroño Y Rueda;3;2;0;0;1;0;0;-32.96833, -60.65939;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Otra Señal;Funciona;Intersección;Bueno;S/D;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;S/D;Cordón divisorio,Vegetación;Sin restricción
2021;8;9/1/2021;Sabado;;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Benito Juárez Y Pje. Medici;3;1;0;0;2;0;0;-32.99249, -60.63536;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Faltante;Ninguna;Sin restricción
2021;9;15/1/2021;Viernes;11:30:00;;0.0;3;Moto/Ciclomotor,Automóvil,Automóvil;Av. Uriburu Y Buenos Aires;3;1;0;0;2;0;0;-32.99063, -60.64359;Avenida;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical;Cordón divisorio;Sin restricción
2021;11;15/1/2021;Viernes;14:30:00;;0.0;2;Bicicleta,Moto/Ciclomotor;San Martin Y Pte. Quintana;2;1;0;0;1;0;0;-32.98291, -60.64507;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Ninguna;S/D;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Horizontal,Vertical;Cordón divisorio;Sin restricción
2021;12;12/1/2021;Martes;11:25:00;;0.0;2;Automóvil,Moto/Ciclomotor;Buenos Aires Y Pje. 525;2;1;0;0;1;0;0;-33.01527, -60.64434;S/D;;ROSARIO;Rosario;Asfalto;S/D;II;S/D;S/D;S/D;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;13;11/1/2021;Lunes;12:30:00;;0.0;2;Bicicleta,Automóvil;Menchaca Y Arteaga;2;1;0;0;1;0;0;-33.01128, -60.64337;Calle;;ROSARIO;Rosario;Asfalto;S/D;II;S/D;Urbana;S/D;S/D;Intersección;Bueno;Buena;Diurna;S/D;S/D;Ciclista;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;14;10/1/2021;Domingo;09:10:00;Ruta Secundaria 22-s;0.0;2;Bicicleta,Automóvil;San Martin Y Hortensia;2;1;0;0;0;0;1;-33.02198, -60.65352;Ruta;22-s;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;15;15/1/2021;Viernes;20:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Junín Y Suiza;3;2;0;0;1;0;0;-32.92691, -60.6876;Calle;;ROSARIO;Rosario;Asfalto;S/D;II;S/D;Urbana;S/D;S/D;Intersección;Bueno;S/D;Nocturna;Buen Tiempo;Otro;S/D;Colisión;S/D;S/D;Cordón divisorio;Sin restricción
2021;16;14/1/2021;Jueves;19:45:00;;0.0;2;Moto/Ciclomotor,Automóvil;Gálvez Y Necochea;4;3;0;0;1;0;0;-32.97129, -60.62975;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Amanecer;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;17;13/1/2021;Miercoles;08:50:00;;0.0;2;Bicicleta,Automóvil;Bv. 27 De Febrero Y Ayacucho;2;1;0;0;1;0;0;-32.9696, -60.63219;Avenida;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;18;12/1/2021;Martes;17:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;España Y Cerrito;2;1;0;0;1;0;0;-32.9604, -60.65045;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;19;11/1/2021;Lunes;12:30:00;;0.0;2;Moto/Ciclomotor,Taxi/Remis;Av. Belgrano Y Sgto. Cabral;2;1;0;0;1;0;0;-32.94291, -60.63396;Avenida;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Horizontal;Cordón divisorio;Sin restricción
2021;20;10/1/2021;Domingo;04:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Sarmiento Y Mendoza;2;1;0;0;1;0;0;-32.95148, -60.63945;Avenida;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Horizontal;Cordón divisorio;Sin restricción
2021;21;9/1/2021;Sabado;21:20:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;San Juan Y Mariano Moreno;2;2;0;0;0;0;0;-32.94797, -60.65154;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Ninguna;Funciona;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Horizontal;Cordón divisorio;Sin restricción
2021;22;14/1/2021;Jueves;;;0.0;2;Moto/Ciclomotor,Peatón;San Luis Y Sarmiento;2;1;0;0;1;0;0;-32.94902, -60.6389;Calle;;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Otro;Peatón;Colisión;Ninguna;Horizontal;Cordón divisorio;Sin restricción
2021;24;13/1/2021;Miercoles;12:40:00;;0.0;2;Pickup/Utilitario,Cuatriciclo;Bv  Cristóbal Colon Y Hipólito Yrigoyen;2;1;0;0;1;0;0;-33.01578, -61.04495;Calle;;PUJATO;San Lorenzo;Hormigón;No existe;XVII;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;25;12/1/2021;Martes;19:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Bv Sarmiento Y Bartolomé Mitre;2;1;0;0;1;0;0;-32.9006, -60.9132;Calle;;ROLDÁN;San Lorenzo;Asfalto;No existe;XVII;S/D;Urbana;Policía de tránsito;No existe;Intersección;Bueno;Buena;Con luz artificial;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;26;13/1/2021;Miercoles;13:00:00;;0.0;2;Camión Chasis,Automóvil; ;3;3;0;0;0;0;0;-32.90338, -60.90821;Calle;;ROLDÁN;San Lorenzo;Asfalto;S/D;XVII;S/D;Urbana;Ninguna;No existe;Intersección;S/D;Buena;Nocturna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;28;16/1/2021;Sabado;15:30:00;Ruta Nacional 175;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;9 de Julio Y Córdoba;2;1;0;0;0;0;1;-32.71715, -60.73334;Ruta;175;PUERTO SAN MARTÍN;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;29;14/1/2021;Jueves;17:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;THORNE Y VUCETICH;2;1;0;0;1;0;0;-32.67472, -60.7539;Calle;;PUERTO SAN MARTÍN;San Lorenzo;Ripio;No existe;XVII;Dentro;Rural;Ninguna;No existe;Intersección;Con baches;Buena;Diurna;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;30;12/1/2021;Martes;19:50:00;Ruta Nacional 175;0.0;2;Peatón,Automóvil;Córdoba Y Pte. Hipólito Irigoyen;2;1;0;0;0;0;1;-32.7144, -60.74909;Ruta;175;PUERTO SAN MARTÍN;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;S/D;Peatón;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;33;14/1/2021;Jueves;11:35:00;Ruta Nacional 11;0.0;2;Moto/Ciclomotor,Automóvil;Av. San Lorenzo ;2;1;0;0;1;0;0;-32.82348, -60.7141;Ruta;11;CAPITÁN BERMÚDEZ;San Lorenzo;Asfalto;Ripio;XVII;S/D;Urbana;S/D;No existe;Intersección;Bueno;Buena;Amanecer;S/D;S/D;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;34;15/1/2021;Viernes;13:50:00;Ruta Nacional 11;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Av. San Martin Y San Juan;2;1;0;0;1;0;0;-32.75149, -60.7342;Ruta;11;SAN LORENZO;San Lorenzo;S/D;S/D;XVII;S/D;Urbana;S/D;S/D;Intersección;S/D;S/D;Diurna;S/D;S/D;S/D;Colisión;S/D;S/D;Cordón divisorio;Sin restricción
2021;35;12/1/2021;Martes;18:20:00;Ruta Nacional 11;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Av. San Martin Y B de Astrada;2;1;0;0;1;0;0;-32.73988, -60.73401;Ruta;11;SAN LORENZO;San Lorenzo;S/D;S/D;XVII;S/D;Urbana;S/D;S/D;Intersección;S/D;S/D;Diurna;S/D;S/D;S/D;Colisión;S/D;S/D;Cordón divisorio;Sin restricción
2021;36;11/1/2021;Lunes;14:30:00;Ruta Nacional 11;0.0;1;Automóvil; ;2;2;0;0;0;0;0;-30.868195010187, -60.618206251930;Ruta;11;LUCIANO LEIVA;San Justo;Asfalto;Natural;XVI;Dentro;Urbana;Ninguna;No existe;Intersección;Con baches;Reducida;Diurna;Lluvia;Contra objeto fijo;S/D;Colisión,Despiste;Agua;Faltante;Cordón divisorio;Sin restricción
2021;37;10/1/2021;Domingo;03:15:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;L de la Torre Y San Martin;3;3;0;0;0;0;0;-29.46462, -60.21153;Calle;;VERA;Vera;Asfalto;No existe;XIX;Dentro;Urbana;Ninguna;Intermitente;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;38;12/1/2021;Martes;19:30:00;;0.0;1;Bicicleta;Salta Y A Lezama;1;1;0;0;0;0;0;-29.462953520777, -60.207635153603;Calle;;VERA;Vera;Asfalto;No existe;XVIII;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Reducida;Atardecer;Buen Tiempo;S/D;Ciclista;Caída ocupante,Atropello;Material Suelto;Vertical;Cordón divisorio;Sin restricción
2021;39;10/1/2021;Domingo;05:30:00;Ruta Provincial 2;0.0;1;Automóvil;Ruta Provincial 80 ;1;0;0;1;0;0;0;-31.283629153429, -60.655753178179;Ruta;2;LAGUNA PAIVA;La Capital;Ripio;Natural;I;S/D;Rural;Ninguna;No existe;Intersección;Deteriorada;Reducida;Nocturna;Buen Tiempo;S/D;S/D;Vuelco;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;40;20/1/2021;Miercoles;07:30:00;Ruta Provincial 2;0.0;1;Moto/Ciclomotor;Av. Córdoba Y Av. L de la Torre;2;1;0;0;1;0;0;-31.30302, -60.65688;Ruta;2;LAGUNA PAIVA;La Capital;Asfalto;No existe;I;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Atropello animal;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;41;15/1/2021;Viernes;18:00:00;Ruta Provincial 2;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Ruta pcial 2 Av. San Martin Y Córdoba;4;1;0;0;3;0;0;-31.51434, -60.68022;Ruta;2;MONTE VERA;La Capital;Asfalto;Ripio;I;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;42;14/1/2021;Jueves;17:15:00;Ruta Provincial 2;0.0;1;Pickup/Utilitario;Ruta 2 ;2;2;0;0;0;0;0;-30.28238, -61.2201;Ruta;2;SAN CRISTÓBAL;San CRISTÓBAL;Ripio;Natural;XIII;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;S/D;S/D;Cordón divisorio;Sin restricción
2021;43;9/1/2021;Sabado;01:55:00;;0.0;1;Moto/Ciclomotor;J B Justo 500;1;1;0;0;0;0;0;-30.3159, -61.23211;Calle;;SAN CRISTÓBAL;San CRISTÓBAL;Asfalto;Natural;XIII;Fuera;Urbana;Ninguna;No existe;Intersección;Bueno;Reducida;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;44;10/1/2021;Domingo;15:00:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Cochabamba Y Ituzaingó;3;3;0;0;0;0;0;-30.31385, -61.23026;Calle;;SAN CRISTÓBAL;San CRISTÓBAL;Asfalto;S/D;XIII;Dentro;Urbana;Ninguna;S/D;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;45;12/1/2021;Martes;16:45:00;;0.0;2;Moto/Ciclomotor,Taxi/Remis;Av. Freyre Y Mendoza;2;1;0;0;1;0;0;-31.64624, -60.71853;Avenida;;SANTA FE;La Capital;Hormigón;No existe;I;Dentro;Urbana;Ninguna;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;46;12/1/2021;Martes;09:00:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Bv Pellegrini Y Av. Urquiza;2;1;0;0;1;0;0;-31.63408, -60.70982;Avenida;;SANTA FE;La Capital;Hormigón;No existe;I;Dentro;Urbana;Ninguna;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;47;12/1/2021;Martes;11:30:00;;0.0;2;Bicicleta,Automóvil;Bv Pellegrini 3400;2;1;0;0;1;0;0;-31.63326, -60.71374;Avenida;;SANTA FE;La Capital;Hormigón;No existe;I;Dentro;Urbana;Ninguna;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;48;15/1/2021;Viernes;20:40:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;9 de Julio Y J Castelli;2;1;0;0;1;0;0;-31.60582,-60.69732;Calle;;SANTA FE;La Capital;Asfalto;No existe;I;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Atardecer,Con luz artificial;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;49;12/1/2021;Martes;10:00:00;;0.0;2;Automóvil,Automóvil;San Jerónimo Y Domingo Silva;2;1;0;0;1;0;0;-31.63068, -60.70329;Calle;;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;50;13/1/2021;Miercoles;19:00:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Av. A del Valle Y Ángel Cassanello;2;1;0;0;1;0;0;-31.60943, -60.69401;Calle;;SANTA FE;La Capital;Asfalto;No existe;I;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;51;12/1/2021;Martes;10:40:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. López y Planes Y Pje Irala;2;1;0;0;1;0;0;-31.62983,-60.71392;Avenida;;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;52;11/1/2021;Lunes;19:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;Domingo Silva 3400;2;1;0;0;1;0;0;-31.62872, -60.71234;Calle;;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Amanecer;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;53;13/1/2021;Miercoles;12:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Juan José Paso Y Pres Domingo Faustino Sarmiento;3;2;0;0;1;0;0;-31.65961, -60.77453;Calle;;SANTO TOMÉ;La Capital;Asfalto;No existe;I;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;54;9/1/2021;Sabado;20:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Génova Y Muñiz Bis;2;0;0;1;0;0;1;-32.91529, -60.68802;Calle;;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;S/D;Nocturna;Buen Tiempo;S/D;S/D;Colisión;S/D;S/D;Cordón divisorio;Sin restricción
2021;55;10/1/2021;Domingo;11:40:00;;0.0;2;Automóvil,Automóvil;J.B.Justo Y Bv. Rondeau;4;2;0;0;2;0;0;-32.91414, -60.68654;Avenida;;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Semáforo;Funciona;Intersección;Con baches;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Material Suelto;Horizontal,Vertical;Cordón divisorio;Sin restricción
2021;57;14/1/2021;Jueves;17:15:00;Ruta Provincial 1;0.0;2;Moto/Ciclomotor,Automóvil; ;3;1;0;0;2;0;0;-31.62163, -60.59609;Ruta;1;COLASTINE;La Capital;Asfalto;Pavimento;I;S/D;Urbana;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;58;10/1/2021;Domingo;07:00:00;Ruta Nacional A012;0.0;1;Automóvil;Ruta Nac 33 ;2;1;0;0;1;0;0;-33.01836, -60.90522;Ruta;A012;ZAVALLA;Rosario;Asfalto;No existe;II;S/D;Rural;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;61;12/1/2021;Martes;15:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Provincias Unidas Y Av. Pellegrini;2;1;0;0;1;0;0;-32.94866, -60.71232;Avenida;;ROSARIO;Rosario;Asfalto;S/D;II;S/D;Urbana;S/D;S/D;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Horizontal;Cordón divisorio;Sin restricción
2021;65;10/1/2021;Domingo;01:50:00;;0.0;1;Moto/Ciclomotor;Pacifico Otero Y Belgrano;1;1;0;0;0;0;0;-33.0267, -60.8738;Calle;;ZAVALLA;Rosario;Ripio;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;66;6/1/2021;Miercoles;21:30:00;Ruta Nacional 9;0.0;2;Automóvil,Automóvil;Ruta Nacional 9 ;2;1;0;0;1;0;0;-32.92323, -60.79513;Ruta;9;FUNES;Rosario;Asfalto;Natural;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;67;13/1/2021;Miercoles;06:45:00;Ruta Nacional 9;0.0;2;Automóvil,Automóvil;Jorge Newbery Y Ruta Nacional 9;2;1;0;0;1;0;0;-32.92399, -60.78186;Ruta;9;FUNES;Rosario;Asfalto;Natural;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Amanecer;Buen Tiempo;Frontal;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;69;15/1/2021;Viernes;20:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Fraga Y J.J.Paso;4;2;0;0;2;0;0;-32.92018, -60.7114;Avenida;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Señal Pare;No existe;Intersección;Bueno;Buena;Con luz artificial;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;70;15/1/2021;Viernes;06:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Génova Y Garzón;2;1;0;0;0;0;1;-32.91582, -60.70635;Avenida;;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Amanecer;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;71;13/1/2021;Miercoles;20:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Khantuta 1600;2;1;0;0;1;0;0;-33.01214, -60.6557;Calle;;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;72;13/1/2021;Miercoles;19:40:00;;0.0;2;Moto/Ciclomotor,Automóvil;Simón de Iriondo Y Dr. Reinaldo Vanossi;2;0;0;1;1;0;0;-31.4296, -60.92441;Calle;;ESPERANZA;Las Colonias;Asfalto;No existe;XI;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Vertical;Cordón divisorio;Sin restricción
2021;73;15/1/2021;Viernes;13:35:00;Ruta Provincial 6;0.0;2;Pickup/Utilitario,Peatón;San Martin 200;2;1;0;0;1;0;0;-31.75085, -61.09882;Ruta;6;SAN CARLOS SUR;Las Colonias;Asfalto;No existe;XI;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;Peatón;Colisión;Ninguna;S/D;Cordón divisorio;Sin restricción
2021;75;14/1/2021;Jueves;16:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Italia Y Javier de la Rosa;2;0;0;0;1;0;1;-31.604697006767, -60.665647629082;Calle;;SANTA FE;La Capital;S/D;S/D;I;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Otro;S/D;Colisión;Otro;Faltante;Cordón divisorio;Sin restricción
2021;76;12/1/2021;Martes;10:10:00;;0.0;2;Otros,Otros;Av. A del Valle Y Azcuénaga;2;0;0;0;1;0;1;-31.59441, -60.69194;Calle;;SANTA FE;La Capital;Asfalto;S/D;I;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D;Cordón divisorio;Sin restricción
2021;77;13/1/2021;Miercoles;21:30:00;;0.0;2;Peatón,Automóvil;4 de Enero 9300;2;1;0;0;1;0;0;-31.57963, -60.69259;Calle;;SANTA FE;La Capital;Tierra;No existe;I;S/D;Urbana;Ninguna;No existe;Intersección;Deteriorada;Buena;Nocturna;Buen Tiempo;S/D;Peatón;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
2021;78;13/1/2021;Miercoles;13:00:00;;0.0;2;Moto/Ciclomotor,Camión Chasis;Av. A del Valle Y Azcuénaga;2;1;0;0;1;0;0;-31.5944, -60.6921;Avenida;;SANTA FE;La Capital;Asfalto;S/D;I;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante;Cordón divisorio;Sin restricción
